State,Date,Hourly Demand Met (in MW),,,a
Delhi - 2024,29-Apr 4pm,3949.29,,,
Delhi - 2024,29-Apr 5pm,4003.22,,,
Delhi - 2024,29-Apr 6pm,3965.41,,,
Delhi - 2024,29-Apr 7pm,3922.99,,,
Delhi - 2024,29-Apr 8pm,3715.87,,,
Delhi - 2024,29-Apr 9pm,3480.21,,,
Delhi - 2024,29-Apr 10pm,3349.78,,,
Delhi - 2024,29-Apr 11pm,3197.62,,,
Delhi - 2024,30-Apr 12am,3021.66,,,
Delhi - 2024,30-Apr 1am,2870.14,,,
Delhi - 2024,30-Apr 2am,2750.67,,,
Delhi - 2024,30-Apr 3am,2679.15,,,
Delhi - 2024,30-Apr 4am,2700.08,,,
Delhi - 2024,30-Apr 5am,2833.60,,,
Delhi - 2024,30-Apr 6am,3064.89,,,
Delhi - 2024,30-Apr 7am,3277.47,,,
Delhi - 2024,30-Apr 8am,3363.35,,,
Delhi - 2024,30-Apr 9am,3543.34,,,
Delhi - 2024,30-Apr 10am,3816.31,,,
Delhi - 2024,30-Apr 11am,3903.80,,,
Delhi - 2024,30-Apr 12pm,3958.17,,,
Delhi - 2024,30-Apr 1pm,3803.03,,,
Delhi - 2024,30-Apr 2pm,3900.84,,,
Delhi - 2024,30-Apr 3pm,3951.98,,,
Delhi - 2024,30-Apr 4pm,3904.43,,,
Delhi - 2024,30-Apr 5pm,3896.94,,,
Delhi - 2024,30-Apr 6pm,3877.98,,,
Delhi - 2024,30-Apr 7pm,3937.19,,,
Delhi - 2024,30-Apr 8pm,3753.42,,,
Delhi - 2024,30-Apr 9pm,3543.18,,,
Delhi - 2024,30-Apr 10pm,3505.90,,,
Delhi - 2024,30-Apr 11pm,3381.62,,,
Bihar - 2024,01-Jan 12am,2997.69,,,
Bihar - 2024,01-Jan 1am,2872.87,,,
Bihar - 2024,01-Jan 2am,2825.86,,,
Bihar - 2024,01-Jan 3am,2772.90,,,
Bihar - 2024,01-Jan 4am,2835.51,,,
Bihar - 2024,01-Jan 5am,3178.95,,,
Bihar - 2024,01-Jan 6am,3889.87,,,
Bihar - 2024,01-Jan 7am,4630.06,,,
Bihar - 2024,01-Jan 8am,4819.63,,,
Bihar - 2024,01-Jan 9am,4989.44,,,
Bihar - 2024,01-Jan 10am,4894.65,,,
Bihar - 2024,01-Jan 11am,4593.80,,,
Bihar - 2024,01-Jan 12pm,4133.54,,,
Bihar - 2024,01-Jan 1pm,3657.80,,,
Bihar - 2024,01-Jan 2pm,3359.46,,,
Bihar - 2024,01-Jan 3pm,3311.69,,,
Bihar - 2024,01-Jan 4pm,3588.69,,,
Bihar - 2024,01-Jan 5pm,4240.50,,,
Bihar - 2024,01-Jan 6pm,4587.92,,,
Bihar - 2024,01-Jan 7pm,4495.31,,,
Bihar - 2024,01-Jan 8pm,4179.46,,,
Bihar - 2024,01-Jan 9pm,3781.31,,,
Bihar - 2024,01-Jan 10pm,3350.14,,,
Bihar - 2024,01-Jan 11pm,3034.21,,,
Bihar - 2024,02-Jan 12am,2844.06,,,
Bihar - 2024,02-Jan 1am,2635.43,,,
Bihar - 2024,02-Jan 2am,2444.51,,,
Bihar - 2024,02-Jan 3am,2347.08,,,
Bihar - 2024,02-Jan 4am,2316.58,,,
Bihar - 2024,02-Jan 5am,2433.49,,,
Bihar - 2024,02-Jan 6am,2997.23,,,
Bihar - 2024,02-Jan 7am,3707.35,,,
Bihar - 2024,02-Jan 8am,3989.08,,,
Bihar - 2024,02-Jan 9am,4063.98,,,
Bihar - 2024,02-Jan 10am,3909.23,,,
Bihar - 2024,02-Jan 11am,3724.90,,,
Bihar - 2024,02-Jan 12pm,3455.51,,,
Bihar - 2024,02-Jan 1pm,3212.49,,,
Bihar - 2024,02-Jan 2pm,3200.92,,,
Bihar - 2024,02-Jan 3pm,3368.45,,,
Bihar - 2024,02-Jan 4pm,3691.17,,,
Bihar - 2024,02-Jan 5pm,4429.12,,,
Bihar - 2024,02-Jan 6pm,4611.20,,,
Bihar - 2024,02-Jan 7pm,4601.20,,,
Bihar - 2024,02-Jan 8pm,4489.50,,,
Bihar - 2024,02-Jan 9pm,3927.84,,,
Bihar - 2024,02-Jan 10pm,3382.02,,,
Bihar - 2024,02-Jan 11pm,3016.54,,,
Bihar - 2024,03-Jan 12am,2876.95,,,
Bihar - 2024,03-Jan 1am,2790.88,,,
Bihar - 2024,03-Jan 2am,2715.31,,,
Bihar - 2024,03-Jan 3am,2650.48,,,
Bihar - 2024,03-Jan 4am,2639.14,,,
Bihar - 2024,03-Jan 5am,2880.13,,,
Bihar - 2024,03-Jan 6am,3408.99,,,
Bihar - 2024,03-Jan 7am,4054.07,,,
Bihar - 2024,03-Jan 8am,4317.73,,,
Bihar - 2024,03-Jan 9am,4391.65,,,
Bihar - 2024,03-Jan 10am,4232.57,,,
Bihar - 2024,03-Jan 11am,3956.50,,,
Bihar - 2024,03-Jan 12pm,3757.33,,,
Bihar - 2024,03-Jan 1pm,3549.09,,,
Bihar - 2024,03-Jan 2pm,3524.07,,,
Bihar - 2024,03-Jan 3pm,3467.04,,,
Bihar - 2024,03-Jan 4pm,3589.65,,,
Bihar - 2024,03-Jan 5pm,4077.59,,,
Bihar - 2024,03-Jan 6pm,3948.44,,,
Bihar - 2024,03-Jan 7pm,4088.63,,,
Bihar - 2024,03-Jan 8pm,4172.46,,,
Bihar - 2024,03-Jan 9pm,3749.27,,,
Bihar - 2024,03-Jan 10pm,3552.07,,,
Bihar - 2024,03-Jan 11pm,3310.74,,,
Bihar - 2024,04-Jan 12am,3096.78,,,
Bihar - 2024,04-Jan 1am,2967.90,,,
Bihar - 2024,04-Jan 2am,2869.08,,,
Bihar - 2024,04-Jan 3am,2864.37,,,
Bihar - 2024,04-Jan 4am,2865.13,,,
Bihar - 2024,04-Jan 5am,3149.79,,,
Bihar - 2024,04-Jan 6am,3904.22,,,
Bihar - 2024,04-Jan 7am,4376.78,,,
Bihar - 2024,04-Jan 8am,4368.67,,,
Bihar - 2024,04-Jan 9am,4513.08,,,
Bihar - 2024,04-Jan 10am,4374.67,,,
Bihar - 2024,04-Jan 11am,4062.02,,,
Bihar - 2024,04-Jan 12pm,3671.53,,,
Bihar - 2024,04-Jan 1pm,3393.71,,,
Bihar - 2024,04-Jan 2pm,3231.39,,,
Bihar - 2024,04-Jan 3pm,3429.73,,,
Bihar - 2024,04-Jan 4pm,3812.33,,,
Bihar - 2024,04-Jan 5pm,4082.40,,,
Bihar - 2024,04-Jan 6pm,4411.93,,,
Bihar - 2024,04-Jan 7pm,4558.64,,,
Bihar - 2024,04-Jan 8pm,4561.63,,,
Bihar - 2024,04-Jan 9pm,4186.33,,,
Bihar - 2024,04-Jan 10pm,3710.19,,,
Bihar - 2024,04-Jan 11pm,3328.22,,,
Bihar - 2024,05-Jan 12am,3162.03,,,
Bihar - 2024,05-Jan 1am,3062.70,,,
Bihar - 2024,05-Jan 2am,3019.48,,,
Bihar - 2024,05-Jan 3am,2958.13,,,
Bihar - 2024,05-Jan 4am,3019.98,,,
Bihar - 2024,05-Jan 5am,3290.61,,,
Bihar - 2024,05-Jan 6am,4057.78,,,
Bihar - 2024,05-Jan 7am,4454.75,,,
Bihar - 2024,05-Jan 8am,4431.44,,,
Bihar - 2024,05-Jan 9am,4657.61,,,
Bihar - 2024,05-Jan 10am,4728.32,,,
Bihar - 2024,05-Jan 11am,4441.91,,,
Bihar - 2024,05-Jan 12pm,4206.35,,,
Bihar - 2024,05-Jan 1pm,3820.19,,,
Bihar - 2024,05-Jan 2pm,3587.15,,,
Bihar - 2024,05-Jan 3pm,3656.48,,,
Bihar - 2024,05-Jan 4pm,3966.15,,,
Bihar - 2024,05-Jan 5pm,4456.86,,,
Bihar - 2024,05-Jan 6pm,4532.15,,,
Bihar - 2024,05-Jan 7pm,4472.61,,,
Bihar - 2024,05-Jan 8pm,4313.08,,,
Bihar - 2024,05-Jan 9pm,3923.92,,,
Bihar - 2024,05-Jan 10pm,3439.75,,,
Bihar - 2024,05-Jan 11pm,3065.56,,,
Bihar - 2024,06-Jan 12am,2858.93,,,
Bihar - 2024,06-Jan 1am,2745.89,,,
Bihar - 2024,06-Jan 2am,2611.16,,,
Bihar - 2024,06-Jan 3am,2552.47,,,
Bihar - 2024,06-Jan 4am,2559.79,,,
Bihar - 2024,06-Jan 5am,2725.31,,,
Bihar - 2024,06-Jan 6am,3316.67,,,
Bihar - 2024,06-Jan 7am,4055.78,,,
Bihar - 2024,06-Jan 8am,4358.64,,,
Bihar - 2024,06-Jan 9am,4408.13,,,
Bihar - 2024,06-Jan 10am,4211.27,,,
Bihar - 2024,06-Jan 11am,3951.29,,,
Bihar - 2024,06-Jan 12pm,3700.70,,,
Bihar - 2024,06-Jan 1pm,3469.07,,,
Bihar - 2024,06-Jan 2pm,3333.69,,,
Bihar - 2024,06-Jan 3pm,3455.82,,,
Bihar - 2024,06-Jan 4pm,3771.97,,,
Bihar - 2024,06-Jan 5pm,4346.87,,,
Bihar - 2024,06-Jan 6pm,4569.16,,,
Bihar - 2024,06-Jan 7pm,4621.32,,,
Bihar - 2024,06-Jan 8pm,4413.64,,,
Bihar - 2024,06-Jan 9pm,4024.35,,,
Bihar - 2024,06-Jan 10pm,3550.11,,,
Bihar - 2024,06-Jan 11pm,3237.05,,,
Bihar - 2024,07-Jan 12am,3033.42,,,
Bihar - 2024,07-Jan 1am,2965.48,,,
Bihar - 2024,07-Jan 2am,2902.94,,,
Bihar - 2024,07-Jan 3am,2855.03,,,
Bihar - 2024,07-Jan 4am,2891.98,,,
Bihar - 2024,07-Jan 5am,3071.85,,,
Bihar - 2024,07-Jan 6am,3669.02,,,
Bihar - 2024,07-Jan 7am,4338.45,,,
Bihar - 2024,07-Jan 8am,4452.68,,,
Bihar - 2024,07-Jan 9am,4519.08,,,
Bihar - 2024,07-Jan 10am,4608.23,,,
Bihar - 2024,07-Jan 11am,4415.11,,,
Bihar - 2024,07-Jan 12pm,4133.02,,,
Bihar - 2024,07-Jan 1pm,3917.62,,,
Bihar - 2024,07-Jan 2pm,3710.93,,,
Bihar - 2024,07-Jan 3pm,3678.66,,,
Bihar - 2024,07-Jan 4pm,3894.23,,,
Bihar - 2024,07-Jan 5pm,4465.76,,,
Bihar - 2024,07-Jan 6pm,4726.64,,,
Bihar - 2024,07-Jan 7pm,4595.51,,,
Bihar - 2024,07-Jan 8pm,4413.01,,,
Bihar - 2024,07-Jan 9pm,4048.90,,,
Bihar - 2024,07-Jan 10pm,3630.38,,,
Bihar - 2024,07-Jan 11pm,3332.08,,,
Bihar - 2024,08-Jan 12am,3154.21,,,
Bihar - 2024,08-Jan 1am,3031.95,,,
Bihar - 2024,08-Jan 2am,2930.20,,,
Bihar - 2024,08-Jan 3am,2894.36,,,
Bihar - 2024,08-Jan 4am,2929.83,,,
Bihar - 2024,08-Jan 5am,3253.60,,,
Bihar - 2024,08-Jan 6am,3968.64,,,
Bihar - 2024,08-Jan 7am,4537.71,,,
Bihar - 2024,08-Jan 8am,4512.04,,,
Bihar - 2024,08-Jan 9am,4428.48,,,
Bihar - 2024,08-Jan 10am,4414.92,,,
Bihar - 2024,08-Jan 11am,4160.13,,,
Bihar - 2024,08-Jan 12pm,3876.93,,,
Bihar - 2024,08-Jan 1pm,3564.12,,,
Bihar - 2024,08-Jan 2pm,3407.29,,,
Bihar - 2024,08-Jan 3pm,3469.06,,,
Bihar - 2024,08-Jan 4pm,3761.89,,,
Bihar - 2024,08-Jan 5pm,4558.36,,,
Bihar - 2024,08-Jan 6pm,4983.39,,,
Bihar - 2024,08-Jan 7pm,4820.03,,,
Bihar - 2024,08-Jan 8pm,4517.74,,,
Bihar - 2024,08-Jan 9pm,4085.05,,,
Bihar - 2024,08-Jan 10pm,3572.16,,,
Bihar - 2024,08-Jan 11pm,3254.75,,,
Bihar - 2024,09-Jan 12am,3066.89,,,
Bihar - 2024,09-Jan 1am,2938.34,,,
Bihar - 2024,09-Jan 2am,2837.24,,,
Bihar - 2024,09-Jan 3am,2802.49,,,
Bihar - 2024,09-Jan 4am,2843.02,,,
Bihar - 2024,09-Jan 5am,3098.49,,,
Bihar - 2024,09-Jan 6am,3836.10,,,
Bihar - 2024,09-Jan 7am,4492.90,,,
Bihar - 2024,09-Jan 8am,4712.04,,,
Bihar - 2024,09-Jan 9am,4725.87,,,
Bihar - 2024,09-Jan 10am,4432.70,,,
Bihar - 2024,09-Jan 11am,4009.63,,,
Bihar - 2024,09-Jan 12pm,3702.43,,,
Bihar - 2024,09-Jan 1pm,3483.13,,,
Bihar - 2024,09-Jan 2pm,3361.65,,,
Bihar - 2024,09-Jan 3pm,3411.24,,,
Bihar - 2024,09-Jan 4pm,3695.57,,,
Bihar - 2024,09-Jan 5pm,4343.65,,,
Bihar - 2024,09-Jan 6pm,4781.95,,,
Bihar - 2024,09-Jan 7pm,4635.83,,,
Bihar - 2024,09-Jan 8pm,4338.04,,,
Bihar - 2024,09-Jan 9pm,3951.83,,,
Bihar - 2024,09-Jan 10pm,3499.09,,,
Bihar - 2024,09-Jan 11pm,3224.65,,,
Bihar - 2024,10-Jan 12am,3091.14,,,
Bihar - 2024,10-Jan 1am,3006.14,,,
Bihar - 2024,10-Jan 2am,2905.32,,,
Bihar - 2024,10-Jan 3am,2890.10,,,
Bihar - 2024,10-Jan 4am,2943.88,,,
Bihar - 2024,10-Jan 5am,3196.34,,,
Bihar - 2024,10-Jan 6am,3856.49,,,
Bihar - 2024,10-Jan 7am,4402.86,,,
Bihar - 2024,10-Jan 8am,4338.97,,,
Bihar - 2024,10-Jan 9am,4434.04,,,
Bihar - 2024,10-Jan 10am,4429.90,,,
Bihar - 2024,10-Jan 11am,4104.11,,,
Bihar - 2024,10-Jan 12pm,3789.57,,,
Bihar - 2024,10-Jan 1pm,3562.65,,,
Bihar - 2024,10-Jan 2pm,3432.40,,,
Bihar - 2024,10-Jan 3pm,3574.47,,,
Bihar - 2024,10-Jan 4pm,3827.56,,,
Bihar - 2024,10-Jan 5pm,4486.46,,,
Bihar - 2024,10-Jan 6pm,4729.06,,,
Bihar - 2024,10-Jan 7pm,4616.59,,,
Bihar - 2024,10-Jan 8pm,4383.07,,,
Bihar - 2024,10-Jan 9pm,4119.44,,,
Bihar - 2024,10-Jan 10pm,3792.03,,,
Bihar - 2024,10-Jan 11pm,3493.68,,,
Bihar - 2024,11-Jan 12am,3267.05,,,
Bihar - 2024,11-Jan 1am,3178.47,,,
Bihar - 2024,11-Jan 2am,3076.90,,,
Bihar - 2024,11-Jan 3am,3015.41,,,
Bihar - 2024,11-Jan 4am,3032.00,,,
Bihar - 2024,11-Jan 5am,3248.21,,,
Bihar - 2024,11-Jan 6am,3953.09,,,
Bihar - 2024,11-Jan 7am,4631.04,,,
Bihar - 2024,11-Jan 8am,4711.14,,,
Bihar - 2024,11-Jan 9am,4682.14,,,
Bihar - 2024,11-Jan 10am,4519.97,,,
Bihar - 2024,11-Jan 11am,4106.79,,,
Bihar - 2024,11-Jan 12pm,3805.93,,,
Bihar - 2024,11-Jan 1pm,3617.51,,,
Bihar - 2024,11-Jan 2pm,3431.15,,,
Bihar - 2024,11-Jan 3pm,3562.66,,,
Bihar - 2024,11-Jan 4pm,3929.95,,,
Bihar - 2024,11-Jan 5pm,4636.52,,,
Bihar - 2024,11-Jan 6pm,5068.98,,,
Bihar - 2024,11-Jan 7pm,4964.57,,,
Bihar - 2024,11-Jan 8pm,4676.37,,,
Bihar - 2024,11-Jan 9pm,4270.55,,,
Bihar - 2024,11-Jan 10pm,3745.54,,,
Bihar - 2024,11-Jan 11pm,3387.31,,,
Bihar - 2024,12-Jan 12am,3184.46,,,
Bihar - 2024,12-Jan 1am,3075.58,,,
Bihar - 2024,12-Jan 2am,2957.72,,,
Bihar - 2024,12-Jan 3am,2894.25,,,
Bihar - 2024,12-Jan 4am,2922.02,,,
Bihar - 2024,12-Jan 5am,3193.36,,,
Bihar - 2024,12-Jan 6am,3943.65,,,
Bihar - 2024,12-Jan 7am,4792.39,,,
Bihar - 2024,12-Jan 8am,5060.14,,,
Bihar - 2024,12-Jan 9am,5035.70,,,
Bihar - 2024,12-Jan 10am,4873.38,,,
Bihar - 2024,12-Jan 11am,4641.00,,,
Bihar - 2024,12-Jan 12pm,4418.18,,,
Bihar - 2024,12-Jan 1pm,4020.88,,,
Bihar - 2024,12-Jan 2pm,3774.79,,,
Bihar - 2024,12-Jan 3pm,3796.37,,,
Bihar - 2024,12-Jan 4pm,4094.21,,,
Bihar - 2024,12-Jan 5pm,4762.70,,,
Bihar - 2024,12-Jan 6pm,4937.74,,,
Bihar - 2024,12-Jan 7pm,4924.29,,,
Bihar - 2024,12-Jan 8pm,4856.81,,,
Bihar - 2024,12-Jan 9pm,4396.03,,,
Bihar - 2024,12-Jan 10pm,3797.92,,,
Bihar - 2024,12-Jan 11pm,3406.21,,,
Bihar - 2024,13-Jan 12am,3196.87,,,
Bihar - 2024,13-Jan 1am,3029.59,,,
Bihar - 2024,13-Jan 2am,2943.90,,,
Bihar - 2024,13-Jan 3am,2863.43,,,
Bihar - 2024,13-Jan 4am,2900.58,,,
Bihar - 2024,13-Jan 5am,3155.84,,,
Bihar - 2024,13-Jan 6am,3882.53,,,
Bihar - 2024,13-Jan 7am,4691.61,,,
Bihar - 2024,13-Jan 8am,4720.74,,,
Bihar - 2024,13-Jan 9am,4811.52,,,
Bihar - 2024,13-Jan 10am,4844.05,,,
Bihar - 2024,13-Jan 11am,4462.77,,,
Bihar - 2024,13-Jan 12pm,4096.63,,,
Bihar - 2024,13-Jan 1pm,3840.29,,,
Bihar - 2024,13-Jan 2pm,3622.40,,,
Bihar - 2024,13-Jan 3pm,3834.98,,,
Bihar - 2024,13-Jan 4pm,4198.93,,,
Bihar - 2024,13-Jan 5pm,4567.57,,,
Bihar - 2024,13-Jan 6pm,4444.19,,,
Bihar - 2024,13-Jan 7pm,4515.36,,,
Bihar - 2024,13-Jan 8pm,4444.75,,,
Bihar - 2024,13-Jan 9pm,4389.69,,,
Bihar - 2024,13-Jan 10pm,3887.18,,,
Bihar - 2024,13-Jan 11pm,3466.81,,,
Bihar - 2024,14-Jan 12am,3193.30,,,
Bihar - 2024,14-Jan 1am,3042.73,,,
Bihar - 2024,14-Jan 2am,2932.93,,,
Bihar - 2024,14-Jan 3am,2914.44,,,
Bihar - 2024,14-Jan 4am,2906.22,,,
Bihar - 2024,14-Jan 5am,3084.29,,,
Bihar - 2024,14-Jan 6am,3812.28,,,
Bihar - 2024,14-Jan 7am,4609.66,,,
Bihar - 2024,14-Jan 8am,4916.21,,,
Bihar - 2024,14-Jan 9am,4932.12,,,
Bihar - 2024,14-Jan 10am,4946.56,,,
Bihar - 2024,14-Jan 11am,4975.76,,,
Bihar - 2024,14-Jan 12pm,4611.25,,,
Bihar - 2024,14-Jan 1pm,4276.53,,,
Bihar - 2024,14-Jan 2pm,3951.05,,,
Bihar - 2024,14-Jan 3pm,3886.65,,,
Bihar - 2024,14-Jan 4pm,4132.95,,,
Bihar - 2024,14-Jan 5pm,4729.48,,,
Bihar - 2024,14-Jan 6pm,5203.77,,,
Bihar - 2024,14-Jan 7pm,4983.03,,,
Bihar - 2024,14-Jan 8pm,4740.90,,,
Bihar - 2024,14-Jan 9pm,4313.13,,,
Bihar - 2024,14-Jan 10pm,3767.95,,,
Bihar - 2024,14-Jan 11pm,3358.62,,,
Bihar - 2024,15-Jan 12am,3094.36,,,
Bihar - 2024,15-Jan 1am,3005.41,,,
Bihar - 2024,15-Jan 2am,2914.80,,,
Bihar - 2024,15-Jan 3am,2855.67,,,
Bihar - 2024,15-Jan 4am,2911.02,,,
Bihar - 2024,15-Jan 5am,3173.58,,,
Bihar - 2024,15-Jan 6am,3863.94,,,
Bihar - 2024,15-Jan 7am,4723.96,,,
Bihar - 2024,15-Jan 8am,5084.75,,,
Bihar - 2024,15-Jan 9am,5244.70,,,
Bihar - 2024,15-Jan 10am,5349.79,,,
Bihar - 2024,15-Jan 11am,4958.46,,,
Bihar - 2024,15-Jan 12pm,4433.11,,,
Bihar - 2024,15-Jan 1pm,4039.39,,,
Bihar - 2024,15-Jan 2pm,3842.18,,,
Bihar - 2024,15-Jan 3pm,3897.38,,,
Bihar - 2024,15-Jan 4pm,4269.13,,,
Bihar - 2024,15-Jan 5pm,4837.09,,,
Bihar - 2024,15-Jan 6pm,5078.69,,,
Bihar - 2024,15-Jan 7pm,4965.42,,,
Bihar - 2024,15-Jan 8pm,4857.87,,,
Bihar - 2024,15-Jan 9pm,4365.74,,,
Bihar - 2024,15-Jan 10pm,3801.05,,,
Bihar - 2024,15-Jan 11pm,3384.81,,,
Bihar - 2024,16-Jan 12am,3159.96,,,
Bihar - 2024,16-Jan 1am,3066.65,,,
Bihar - 2024,16-Jan 2am,2980.34,,,
Bihar - 2024,16-Jan 3am,2929.63,,,
Bihar - 2024,16-Jan 4am,2949.09,,,
Bihar - 2024,16-Jan 5am,3158.30,,,
Bihar - 2024,16-Jan 6am,3790.62,,,
Bihar - 2024,16-Jan 7am,4616.14,,,
Bihar - 2024,16-Jan 8am,4844.17,,,
Bihar - 2024,16-Jan 9am,4896.54,,,
Bihar - 2024,16-Jan 10am,5017.44,,,
Bihar - 2024,16-Jan 11am,4789.24,,,
Bihar - 2024,16-Jan 12pm,4402.20,,,
Bihar - 2024,16-Jan 1pm,4122.59,,,
Bihar - 2024,16-Jan 2pm,4035.56,,,
Bihar - 2024,16-Jan 3pm,4095.55,,,
Bihar - 2024,16-Jan 4pm,4378.85,,,
Bihar - 2024,16-Jan 5pm,4629.14,,,
Bihar - 2024,16-Jan 6pm,4889.96,,,
Bihar - 2024,16-Jan 7pm,4736.89,,,
Bihar - 2024,16-Jan 8pm,4856.58,,,
Bihar - 2024,16-Jan 9pm,4518.59,,,
Bihar - 2024,16-Jan 10pm,3941.29,,,
Bihar - 2024,16-Jan 11pm,3510.55,,,
Bihar - 2024,17-Jan 12am,3280.10,,,
Bihar - 2024,17-Jan 1am,3152.33,,,
Bihar - 2024,17-Jan 2am,3082.63,,,
Bihar - 2024,17-Jan 3am,3037.26,,,
Bihar - 2024,17-Jan 4am,3063.46,,,
Bihar - 2024,17-Jan 5am,3299.95,,,
Bihar - 2024,17-Jan 6am,3909.45,,,
Bihar - 2024,17-Jan 7am,4421.18,,,
Bihar - 2024,17-Jan 8am,4548.54,,,
Bihar - 2024,17-Jan 9am,4582.34,,,
Bihar - 2024,17-Jan 10am,4704.88,,,
Bihar - 2024,17-Jan 11am,4766.89,,,
Bihar - 2024,17-Jan 12pm,4514.20,,,
Bihar - 2024,17-Jan 1pm,4310.25,,,
Bihar - 2024,17-Jan 2pm,4144.24,,,
Bihar - 2024,17-Jan 3pm,4102.93,,,
Bihar - 2024,17-Jan 4pm,4384.15,,,
Bihar - 2024,17-Jan 5pm,4584.97,,,
Bihar - 2024,17-Jan 6pm,4703.46,,,
Bihar - 2024,17-Jan 7pm,4697.67,,,
Bihar - 2024,17-Jan 8pm,4665.17,,,
Bihar - 2024,17-Jan 9pm,4465.13,,,
Bihar - 2024,17-Jan 10pm,4084.16,,,
Bihar - 2024,17-Jan 11pm,3696.86,,,
Bihar - 2024,18-Jan 12am,3413.92,,,
Bihar - 2024,18-Jan 1am,3264.82,,,
Bihar - 2024,18-Jan 2am,3130.95,,,
Bihar - 2024,18-Jan 3am,3035.07,,,
Bihar - 2024,18-Jan 4am,3052.86,,,
Bihar - 2024,18-Jan 5am,3246.15,,,
Bihar - 2024,18-Jan 6am,3764.89,,,
Bihar - 2024,18-Jan 7am,4533.84,,,
Bihar - 2024,18-Jan 8am,4818.49,,,
Bihar - 2024,18-Jan 9am,4863.96,,,
Bihar - 2024,18-Jan 10am,4842.42,,,
Bihar - 2024,18-Jan 11am,4620.28,,,
Bihar - 2024,18-Jan 12pm,4392.87,,,
Bihar - 2024,18-Jan 1pm,4196.32,,,
Bihar - 2024,18-Jan 2pm,4134.98,,,
Bihar - 2024,18-Jan 3pm,4189.41,,,
Bihar - 2024,18-Jan 4pm,4537.66,,,
Bihar - 2024,18-Jan 5pm,4988.47,,,
Bihar - 2024,18-Jan 6pm,5137.12,,,
Bihar - 2024,18-Jan 7pm,5036.11,,,
Bihar - 2024,18-Jan 8pm,4923.11,,,
Bihar - 2024,18-Jan 9pm,4473.11,,,
Bihar - 2024,18-Jan 10pm,3946.09,,,
Bihar - 2024,18-Jan 11pm,3512.32,,,
Bihar - 2024,19-Jan 12am,3277.30,,,
Bihar - 2024,19-Jan 1am,3155.91,,,
Bihar - 2024,19-Jan 2am,3077.69,,,
Bihar - 2024,19-Jan 3am,3004.08,,,
Bihar - 2024,19-Jan 4am,3078.06,,,
Bihar - 2024,19-Jan 5am,3309.21,,,
Bihar - 2024,19-Jan 6am,3903.58,,,
Bihar - 2024,19-Jan 7am,4628.01,,,
Bihar - 2024,19-Jan 8am,4906.69,,,
Bihar - 2024,19-Jan 9am,5037.52,,,
Bihar - 2024,19-Jan 10am,5102.25,,,
Bihar - 2024,19-Jan 11am,4882.61,,,
Bihar - 2024,19-Jan 12pm,4606.16,,,
Bihar - 2024,19-Jan 1pm,4232.01,,,
Bihar - 2024,19-Jan 2pm,4019.72,,,
Bihar - 2024,19-Jan 3pm,3978.74,,,
Bihar - 2024,19-Jan 4pm,4256.66,,,
Bihar - 2024,19-Jan 5pm,4820.28,,,
Bihar - 2024,19-Jan 6pm,5031.99,,,
Bihar - 2024,19-Jan 7pm,5139.45,,,
Bihar - 2024,19-Jan 8pm,4926.69,,,
Bihar - 2024,19-Jan 9pm,4523.30,,,
Bihar - 2024,19-Jan 10pm,4016.80,,,
Bihar - 2024,19-Jan 11pm,3561.89,,,
Bihar - 2024,20-Jan 12am,3342.98,,,
Bihar - 2024,20-Jan 1am,3177.04,,,
Bihar - 2024,20-Jan 2am,3099.68,,,
Bihar - 2024,20-Jan 3am,3070.80,,,
Bihar - 2024,20-Jan 4am,3063.17,,,
Bihar - 2024,20-Jan 5am,3251.05,,,
Bihar - 2024,20-Jan 6am,3750.81,,,
Bihar - 2024,20-Jan 7am,4644.20,,,
Bihar - 2024,20-Jan 8am,4796.69,,,
Bihar - 2024,20-Jan 9am,4995.19,,,
Bihar - 2024,20-Jan 10am,4873.37,,,
Bihar - 2024,20-Jan 11am,4555.08,,,
Bihar - 2024,20-Jan 12pm,4242.24,,,
Bihar - 2024,20-Jan 1pm,3917.06,,,
Bihar - 2024,20-Jan 2pm,3739.67,,,
Bihar - 2024,20-Jan 3pm,3781.29,,,
Bihar - 2024,20-Jan 4pm,4147.22,,,
Bihar - 2024,20-Jan 5pm,4744.97,,,
Bihar - 2024,20-Jan 6pm,4926.53,,,
Bihar - 2024,20-Jan 7pm,4856.54,,,
Bihar - 2024,20-Jan 8pm,4882.25,,,
Bihar - 2024,20-Jan 9pm,4615.19,,,
Bihar - 2024,20-Jan 10pm,4086.72,,,
Bihar - 2024,20-Jan 11pm,3657.05,,,
Bihar - 2024,21-Jan 12am,3449.82,,,
Bihar - 2024,21-Jan 1am,3334.34,,,
Bihar - 2024,21-Jan 2am,3236.13,,,
Bihar - 2024,21-Jan 3am,3213.95,,,
Bihar - 2024,21-Jan 4am,3218.02,,,
Bihar - 2024,21-Jan 5am,3396.63,,,
Bihar - 2024,21-Jan 6am,3974.95,,,
Bihar - 2024,21-Jan 7am,4583.33,,,
Bihar - 2024,21-Jan 8am,4773.09,,,
Bihar - 2024,21-Jan 9am,4967.07,,,
Bihar - 2024,21-Jan 10am,5131.73,,,
Bihar - 2024,21-Jan 11am,4949.22,,,
Bihar - 2024,21-Jan 12pm,4615.04,,,
Bihar - 2024,21-Jan 1pm,4344.85,,,
Bihar - 2024,21-Jan 2pm,4134.01,,,
